account_id,holder_category,mask,name,official_name,owners,subtype,type,item_id,institution_id,balances.available,balances.current,balances.iso_currency_code,balances.limit,balances.unofficial_currency_code
BXZkbgyDBdh8LylzdkPxup3dPNbxkJFz7AZAL,,9002,Plaid Cash Management,Plaid Growth Cash Management,"[{'addresses': [{'data': {'city': 'Malakoff', 'country': 'US', 'postal_code': '14236', 'region': 'NY', 'street': '2992 Cameron Road'}, 'primary': True}, {'data': {'city': 'San Matias', 'country': 'US', 'postal_code': '93405-2255', 'region': 'CA', 'street': '2493 Leisure Lane'}, 'primary': False}], 'emails': [{'data': 'accountholder0@example.com', 'primary': True, 'type': 'primary'}, {'data': 'accountholder1@example.com', 'primary': False, 'type': 'secondary'}, {'data': 'extraordinarily.long.email.username.123456@reallylonghostname.com', 'primary': False, 'type': 'other'}], 'names': ['Alberta Bobbeth Charleson'], 'phone_numbers': [{'data': '1112223333', 'primary': False, 'type': 'home'}, {'data': '1112224444', 'primary': False, 'type': 'work'}, {'data': '1112225555', 'primary': False, 'type': 'mobile'}]}]",cash management,depository,ndDAn3xM71hJGz3yXNlDTnNMj87yEEt63Gr1l,ins_130347,12060.0,12060.0,USD,,
35bJADkGEwibN4ydDlkJt8xj5wJB94FmwMPMP,business,9999,Plaid Business Credit Card,Plaid Platinum Small Business Credit Card,"[{'addresses': [{'data': {'city': 'Malakoff', 'country': 'US', 'postal_code': '14236', 'region': 'NY', 'street': '2992 Cameron Road'}, 'primary': True}, {'data': {'city': 'San Matias', 'country': 'US', 'postal_code': '93405-2255', 'region': 'CA', 'street': '2493 Leisure Lane'}, 'primary': False}], 'emails': [{'data': 'accountholder0@example.com', 'primary': True, 'type': 'primary'}, {'data': 'accountholder1@example.com', 'primary': False, 'type': 'secondary'}, {'data': 'extraordinarily.long.email.username.123456@reallylonghostname.com', 'primary': False, 'type': 'other'}], 'names': ['Alberta Bobbeth Charleson'], 'phone_numbers': [{'data': '1112223333', 'primary': False, 'type': 'home'}, {'data': '1112224444', 'primary': False, 'type': 'work'}, {'data': '1112225555', 'primary': False, 'type': 'mobile'}]}]",credit card,credit,ndDAn3xM71hJGz3yXNlDTnNMj87yEEt63Gr1l,ins_130347,4980.0,5020.0,USD,10000.0,
X71ERajK78FbwvEQBrDQColvD6rBwLTPjkx4l,personal,0000,Plaid Checking,Plaid Gold Standard 0% Interest Checking,"[{'addresses': [{'data': {'city': 'Malakoff', 'country': 'US', 'postal_code': '14236', 'region': 'NY', 'street': '2992 Cameron Road'}, 'primary': True}, {'data': {'city': 'San Matias', 'country': 'US', 'postal_code': '93405-2255', 'region': 'CA', 'street': '2493 Leisure Lane'}, 'primary': False}], 'emails': [{'data': 'accountholder0@example.com', 'primary': True, 'type': 'primary'}, {'data': 'accountholder1@example.com', 'primary': False, 'type': 'secondary'}, {'data': 'extraordinarily.long.email.username.123456@reallylonghostname.com', 'primary': False, 'type': 'other'}], 'names': ['Alberta Bobbeth Charleson'], 'phone_numbers': [{'data': '1112223333', 'primary': False, 'type': 'home'}, {'data': '1112224444', 'primary': False, 'type': 'work'}, {'data': '1112225555', 'primary': False, 'type': 'mobile'}]}]",checking,depository,eAaQDomeAvTGXD73W4Z3SwnrbRLBybfLGxQG6,ins_130347,100.0,110.0,USD,,
DbRjGMdyb8FE1MrdNjzdH7pL4vyNlXfERNXg9,personal,1111,Plaid Saving,Plaid Silver Standard 0.1% Interest Saving,"[{'addresses': [{'data': {'city': 'Malakoff', 'country': 'US', 'postal_code': '14236', 'region': 'NY', 'street': '2992 Cameron Road'}, 'primary': True}, {'data': {'city': 'San Matias', 'country': 'US', 'postal_code': '93405-2255', 'region': 'CA', 'street': '2493 Leisure Lane'}, 'primary': False}], 'emails': [{'data': 'accountholder0@example.com', 'primary': True, 'type': 'primary'}, {'data': 'accountholder1@example.com', 'primary': False, 'type': 'secondary'}, {'data': 'extraordinarily.long.email.username.123456@reallylonghostname.com', 'primary': False, 'type': 'other'}], 'names': ['Alberta Bobbeth Charleson'], 'phone_numbers': [{'data': '1112223333', 'primary': False, 'type': 'home'}, {'data': '1112224444', 'primary': False, 'type': 'work'}, {'data': '1112225555', 'primary': False, 'type': 'mobile'}]}]",savings,depository,eAaQDomeAvTGXD73W4Z3SwnrbRLBybfLGxQG6,ins_130347,200.0,210.0,USD,,
VP1GmxNkPWcyBkoaXbVaTaAKpX9BMWUpyQn4j,,2222,Plaid CD,Plaid Bronze Standard 0.2% Interest CD,"[{'addresses': [{'data': {'city': 'Malakoff', 'country': 'US', 'postal_code': '14236', 'region': 'NY', 'street': '2992 Cameron Road'}, 'primary': True}, {'data': {'city': 'San Matias', 'country': 'US', 'postal_code': '93405-2255', 'region': 'CA', 'street': '2493 Leisure Lane'}, 'primary': False}], 'emails': [{'data': 'accountholder0@example.com', 'primary': True, 'type': 'primary'}, {'data': 'accountholder1@example.com', 'primary': False, 'type': 'secondary'}, {'data': 'extraordinarily.long.email.username.123456@reallylonghostname.com', 'primary': False, 'type': 'other'}], 'names': ['Alberta Bobbeth Charleson'], 'phone_numbers': [{'data': '1112223333', 'primary': False, 'type': 'home'}, {'data': '1112224444', 'primary': False, 'type': 'work'}, {'data': '1112225555', 'primary': False, 'type': 'mobile'}]}]",cd,depository,eAaQDomeAvTGXD73W4Z3SwnrbRLBybfLGxQG6,ins_130347,,1000.0,USD,,
waA91N8QaKcGzkDR7KJRSNWpkKmjnvfqRzlvB,,3333,Plaid Credit Card,Plaid Diamond 12.5% APR Interest Credit Card,"[{'addresses': [{'data': {'city': 'Malakoff', 'country': 'US', 'postal_code': '14236', 'region': 'NY', 'street': '2992 Cameron Road'}, 'primary': True}, {'data': {'city': 'San Matias', 'country': 'US', 'postal_code': '93405-2255', 'region': 'CA', 'street': '2493 Leisure Lane'}, 'primary': False}], 'emails': [{'data': 'accountholder0@example.com', 'primary': True, 'type': 'primary'}, {'data': 'accountholder1@example.com', 'primary': False, 'type': 'secondary'}, {'data': 'extraordinarily.long.email.username.123456@reallylonghostname.com', 'primary': False, 'type': 'other'}], 'names': ['Alberta Bobbeth Charleson'], 'phone_numbers': [{'data': '1112223333', 'primary': False, 'type': 'home'}, {'data': '1112224444', 'primary': False, 'type': 'work'}, {'data': '1112225555', 'primary': False, 'type': 'mobile'}]}]",credit card,credit,eAaQDomeAvTGXD73W4Z3SwnrbRLBybfLGxQG6,ins_130347,,410.0,USD,2000.0,
5exGar9yeouRyrWVL3DVhwyA6q9RBbU3yXpok,,4444,Plaid Money Market,Plaid Platinum Standard 1.85% Interest Money Market,"[{'addresses': [{'data': {'city': 'Malakoff', 'country': 'US', 'postal_code': '14236', 'region': 'NY', 'street': '2992 Cameron Road'}, 'primary': True}, {'data': {'city': 'San Matias', 'country': 'US', 'postal_code': '93405-2255', 'region': 'CA', 'street': '2493 Leisure Lane'}, 'primary': False}], 'emails': [{'data': 'accountholder0@example.com', 'primary': True, 'type': 'primary'}, {'data': 'accountholder1@example.com', 'primary': False, 'type': 'secondary'}, {'data': 'extraordinarily.long.email.username.123456@reallylonghostname.com', 'primary': False, 'type': 'other'}], 'names': ['Alberta Bobbeth Charleson'], 'phone_numbers': [{'data': '1112223333', 'primary': False, 'type': 'home'}, {'data': '1112224444', 'primary': False, 'type': 'work'}, {'data': '1112225555', 'primary': False, 'type': 'mobile'}]}]",money market,depository,eAaQDomeAvTGXD73W4Z3SwnrbRLBybfLGxQG6,ins_130347,43200.0,43200.0,USD,,
JlaRW87BlEiDwAg6ZzK6tyN5lA8d3ksoMX5E7,,5555,Plaid IRA,,"[{'addresses': [{'data': {'city': 'Malakoff', 'country': 'US', 'postal_code': '14236', 'region': 'NY', 'street': '2992 Cameron Road'}, 'primary': True}, {'data': {'city': 'San Matias', 'country': 'US', 'postal_code': '93405-2255', 'region': 'CA', 'street': '2493 Leisure Lane'}, 'primary': False}], 'emails': [{'data': 'accountholder0@example.com', 'primary': True, 'type': 'primary'}, {'data': 'accountholder1@example.com', 'primary': False, 'type': 'secondary'}, {'data': 'extraordinarily.long.email.username.123456@reallylonghostname.com', 'primary': False, 'type': 'other'}], 'names': ['Alberta Bobbeth Charleson'], 'phone_numbers': [{'data': '1112223333', 'primary': False, 'type': 'home'}, {'data': '1112224444', 'primary': False, 'type': 'work'}, {'data': '1112225555', 'primary': False, 'type': 'mobile'}]}]",ira,investment,eAaQDomeAvTGXD73W4Z3SwnrbRLBybfLGxQG6,ins_130347,,320.76,USD,,
k9bjoG8z9yI64olmK8PmUZz9DQdB47CzD789Z,,6666,Plaid 401k,,"[{'addresses': [{'data': {'city': 'Malakoff', 'country': 'US', 'postal_code': '14236', 'region': 'NY', 'street': '2992 Cameron Road'}, 'primary': True}, {'data': {'city': 'San Matias', 'country': 'US', 'postal_code': '93405-2255', 'region': 'CA', 'street': '2493 Leisure Lane'}, 'primary': False}], 'emails': [{'data': 'accountholder0@example.com', 'primary': True, 'type': 'primary'}, {'data': 'accountholder1@example.com', 'primary': False, 'type': 'secondary'}, {'data': 'extraordinarily.long.email.username.123456@reallylonghostname.com', 'primary': False, 'type': 'other'}], 'names': ['Alberta Bobbeth Charleson'], 'phone_numbers': [{'data': '1112223333', 'primary': False, 'type': 'home'}, {'data': '1112224444', 'primary': False, 'type': 'work'}, {'data': '1112225555', 'primary': False, 'type': 'mobile'}]}]",401k,investment,eAaQDomeAvTGXD73W4Z3SwnrbRLBybfLGxQG6,ins_130347,,23631.9805,USD,,
lvW5olyBvZuGnVkqveaqSoj4glaX1BTEgBr4j,personal,7777,Plaid Student Loan,,"[{'addresses': [{'data': {'city': 'Malakoff', 'country': 'US', 'postal_code': '14236', 'region': 'NY', 'street': '2992 Cameron Road'}, 'primary': True}, {'data': {'city': 'San Matias', 'country': 'US', 'postal_code': '93405-2255', 'region': 'CA', 'street': '2493 Leisure Lane'}, 'primary': False}], 'emails': [{'data': 'accountholder0@example.com', 'primary': True, 'type': 'primary'}, {'data': 'accountholder1@example.com', 'primary': False, 'type': 'secondary'}, {'data': 'extraordinarily.long.email.username.123456@reallylonghostname.com', 'primary': False, 'type': 'other'}], 'names': ['Alberta Bobbeth Charleson'], 'phone_numbers': [{'data': '1112223333', 'primary': False, 'type': 'home'}, {'data': '1112224444', 'primary': False, 'type': 'work'}, {'data': '1112225555', 'primary': False, 'type': 'mobile'}]}]",student,loan,eAaQDomeAvTGXD73W4Z3SwnrbRLBybfLGxQG6,ins_130347,,65262.0,USD,,
qrXpoB84rRCWG73bdV5bTkZEPeX4BjCNPlVEn,,8888,Plaid Mortgage,,"[{'addresses': [{'data': {'city': 'Malakoff', 'country': 'US', 'postal_code': '14236', 'region': 'NY', 'street': '2992 Cameron Road'}, 'primary': True}, {'data': {'city': 'San Matias', 'country': 'US', 'postal_code': '93405-2255', 'region': 'CA', 'street': '2493 Leisure Lane'}, 'primary': False}], 'emails': [{'data': 'accountholder0@example.com', 'primary': True, 'type': 'primary'}, {'data': 'accountholder1@example.com', 'primary': False, 'type': 'secondary'}, {'data': 'extraordinarily.long.email.username.123456@reallylonghostname.com', 'primary': False, 'type': 'other'}], 'names': ['Alberta Bobbeth Charleson'], 'phone_numbers': [{'data': '1112223333', 'primary': False, 'type': 'home'}, {'data': '1112224444', 'primary': False, 'type': 'work'}, {'data': '1112225555', 'primary': False, 'type': 'mobile'}]}]",mortgage,loan,eAaQDomeAvTGXD73W4Z3SwnrbRLBybfLGxQG6,ins_130347,,56302.06,USD,,
Kqa9WEl3qnIpdoAkMlgkh936py4KxGSGkomyL,,9001,Plaid HSA,Plaid Cares Health Savings Account,"[{'addresses': [{'data': {'city': 'Malakoff', 'country': 'US', 'postal_code': '14236', 'region': 'NY', 'street': '2992 Cameron Road'}, 'primary': True}, {'data': {'city': 'San Matias', 'country': 'US', 'postal_code': '93405-2255', 'region': 'CA', 'street': '2493 Leisure Lane'}, 'primary': False}], 'emails': [{'data': 'accountholder0@example.com', 'primary': True, 'type': 'primary'}, {'data': 'accountholder1@example.com', 'primary': False, 'type': 'secondary'}, {'data': 'extraordinarily.long.email.username.123456@reallylonghostname.com', 'primary': False, 'type': 'other'}], 'names': ['Alberta Bobbeth Charleson'], 'phone_numbers': [{'data': '1112223333', 'primary': False, 'type': 'home'}, {'data': '1112224444', 'primary': False, 'type': 'work'}, {'data': '1112225555', 'primary': False, 'type': 'mobile'}]}]",hsa,depository,eAaQDomeAvTGXD73W4Z3SwnrbRLBybfLGxQG6,ins_130347,6009.0,6009.0,USD,,
rzRyo3mNzJCG56A9anR9SvnQrbymglfa9bDQV,,9002,Plaid Cash Management,Plaid Growth Cash Management,"[{'addresses': [{'data': {'city': 'Malakoff', 'country': 'US', 'postal_code': '14236', 'region': 'NY', 'street': '2992 Cameron Road'}, 'primary': True}, {'data': {'city': 'San Matias', 'country': 'US', 'postal_code': '93405-2255', 'region': 'CA', 'street': '2493 Leisure Lane'}, 'primary': False}], 'emails': [{'data': 'accountholder0@example.com', 'primary': True, 'type': 'primary'}, {'data': 'accountholder1@example.com', 'primary': False, 'type': 'secondary'}, {'data': 'extraordinarily.long.email.username.123456@reallylonghostname.com', 'primary': False, 'type': 'other'}], 'names': ['Alberta Bobbeth Charleson'], 'phone_numbers': [{'data': '1112223333', 'primary': False, 'type': 'home'}, {'data': '1112224444', 'primary': False, 'type': 'work'}, {'data': '1112225555', 'primary': False, 'type': 'mobile'}]}]",cash management,depository,eAaQDomeAvTGXD73W4Z3SwnrbRLBybfLGxQG6,ins_130347,12060.0,12060.0,USD,,
zPMx17DoPmcMA5mDZweDU1x9QezBn8HwBdgVW,business,9999,Plaid Business Credit Card,Plaid Platinum Small Business Credit Card,"[{'addresses': [{'data': {'city': 'Malakoff', 'country': 'US', 'postal_code': '14236', 'region': 'NY', 'street': '2992 Cameron Road'}, 'primary': True}, {'data': {'city': 'San Matias', 'country': 'US', 'postal_code': '93405-2255', 'region': 'CA', 'street': '2493 Leisure Lane'}, 'primary': False}], 'emails': [{'data': 'accountholder0@example.com', 'primary': True, 'type': 'primary'}, {'data': 'accountholder1@example.com', 'primary': False, 'type': 'secondary'}, {'data': 'extraordinarily.long.email.username.123456@reallylonghostname.com', 'primary': False, 'type': 'other'}], 'names': ['Alberta Bobbeth Charleson'], 'phone_numbers': [{'data': '1112223333', 'primary': False, 'type': 'home'}, {'data': '1112224444', 'primary': False, 'type': 'work'}, {'data': '1112225555', 'primary': False, 'type': 'mobile'}]}]",credit card,credit,eAaQDomeAvTGXD73W4Z3SwnrbRLBybfLGxQG6,ins_130347,4980.0,5020.0,USD,10000.0,
BBWgR777eehJGPWgBa34cp3jv6gzvwc4KJNxL,personal,0000,Plaid Checking,Plaid Gold Standard 0% Interest Checking,"[{'addresses': [{'data': {'city': 'Malakoff', 'country': 'US', 'postal_code': '14236', 'region': 'NY', 'street': '2992 Cameron Road'}, 'primary': True}, {'data': {'city': 'San Matias', 'country': 'US', 'postal_code': '93405-2255', 'region': 'CA', 'street': '2493 Leisure Lane'}, 'primary': False}], 'emails': [{'data': 'accountholder0@example.com', 'primary': True, 'type': 'primary'}, {'data': 'accountholder1@example.com', 'primary': False, 'type': 'secondary'}, {'data': 'extraordinarily.long.email.username.123456@reallylonghostname.com', 'primary': False, 'type': 'other'}], 'names': ['Alberta Bobbeth Charleson'], 'phone_numbers': [{'data': '1112223333', 'primary': False, 'type': 'home'}, {'data': '1112224444', 'primary': False, 'type': 'work'}, {'data': '1112225555', 'primary': False, 'type': 'mobile'}]}]",checking,depository,MQVB7kkkWWsoaA78nLepHWZzWj91ZAT9473ak,ins_130347,100.0,110.0,USD,,
3ExDKmmmllIPokwVBxv8s8xaeGkWeduZ1NeVP,personal,1111,Plaid Saving,Plaid Silver Standard 0.1% Interest Saving,"[{'addresses': [{'data': {'city': 'Malakoff', 'country': 'US', 'postal_code': '14236', 'region': 'NY', 'street': '2992 Cameron Road'}, 'primary': True}, {'data': {'city': 'San Matias', 'country': 'US', 'postal_code': '93405-2255', 'region': 'CA', 'street': '2493 Leisure Lane'}, 'primary': False}], 'emails': [{'data': 'accountholder0@example.com', 'primary': True, 'type': 'primary'}, {'data': 'accountholder1@example.com', 'primary': False, 'type': 'secondary'}, {'data': 'extraordinarily.long.email.username.123456@reallylonghostname.com', 'primary': False, 'type': 'other'}], 'names': ['Alberta Bobbeth Charleson'], 'phone_numbers': [{'data': '1112223333', 'primary': False, 'type': 'home'}, {'data': '1112224444', 'primary': False, 'type': 'work'}, {'data': '1112225555', 'primary': False, 'type': 'mobile'}]}]",savings,depository,MQVB7kkkWWsoaA78nLepHWZzWj91ZAT9473ak,ins_130347,200.0,210.0,USD,,
