account_id,aprs,is_overdue,last_payment_amount,last_payment_date,last_statement_balance,last_statement_issue_date,minimum_payment_amount,next_payment_due_date,item_id,institution_id,account_number,current_late_fee,escrow_balance,has_pmi,has_prepayment_penalty,loan_term,loan_type_description,maturity_date,next_monthly_payment,origination_date,origination_principal_amount,past_due_amount,ytd_interest_paid,ytd_principal_paid,interest_rate.percentage,interest_rate.type,property_address.city,property_address.country,property_address.postal_code,property_address.region,property_address.street,disbursement_dates,expected_payoff_date,guarantor,interest_rate_percentage,loan_name,outstanding_interest_amount,payment_reference_number,sequence_number,loan_status.end_date,loan_status.type,pslf_status.estimated_eligibility_date,pslf_status.payments_made,pslf_status.payments_remaining,repayment_plan.description,repayment_plan.type,servicer_address.city,servicer_address.country,servicer_address.postal_code,servicer_address.region,servicer_address.street
5N4xQBkNQmtwP6lDL3yKIw8GxWBbMoi5jp1mo,,False,138.05,2019-04-22,138.05,2019-04-28,25.0,2019-05-28,qebXdGvedyuexD45dVGzUkraGvg86mtdxa7je,ins_130347,,,,,,,,,,2002-08-28,25000.0,,280.55,271.65,,,,,,,,['2002-08-28'],2032-07-28,DEPT OF ED,5.25,Consolidation,6227.36,,1,2032-07-28,repayment,2021-01-01,78.0,42.0,Standard Repayment,standard,San Matias,US,99415,CA,123 Relaxation Road
pVZbVgVPdbhzBmX739XBIw3Q3GJKqGip1m35m,"[{'apr_percentage': 15.24, 'apr_type': 'balance_transfer_apr', 'balance_subject_to_apr': 1562.32, 'interest_charge_amount': 130.22}, {'apr_percentage': 27.95, 'apr_type': 'cash_apr', 'balance_subject_to_apr': 56.22, 'interest_charge_amount': 14.81}, {'apr_percentage': 12.5, 'apr_type': 'purchase_apr', 'balance_subject_to_apr': 157.01, 'interest_charge_amount': 25.66}, {'apr_percentage': 0, 'apr_type': 'special', 'balance_subject_to_apr': 1000, 'interest_charge_amount': 0}]",False,168.25,2019-05-22,1708.77,2019-05-28,20.0,2020-05-28,aVKJVkVBLJhvRg6Xza6RH9rnxblVKNS7nqQa6,ins_130347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WGVwGJGLewf5KmVgAeVKHqQpQn8wPnu6maKpL,,,3141.54,2019-08-01,,,,2019-11-15,aVKJVkVBLJhvRg6Xza6RH9rnxblVKNS7nqQa6,ins_130347,,25.0,1200.0,True,True,30 year,conventional,2045-07-31,3141.54,2015-08-01,425000.0,2304.0,12300.4,12340.5,3.99,fixed,Malakoff,US,14236,NY,2992 Cameron Road,,,,,,,,,,,,,,,,,,,,
E4bR474wgRS5wM1lNZ1wHzMKMkoglkt4KdJoW,,False,138.05,2019-04-22,138.05,2019-04-28,25.0,2019-05-28,aVKJVkVBLJhvRg6Xza6RH9rnxblVKNS7nqQa6,ins_130347,,,,,,,,,,2002-08-28,25000.0,,280.55,271.65,,,,,,,,['2002-08-28'],2032-07-28,DEPT OF ED,5.25,Consolidation,6227.36,,1,2032-07-28,repayment,2021-01-01,78.0,42.0,Standard Repayment,standard,San Matias,US,99415,CA,123 Relaxation Road
xPrWjmMoGziXnAAVGAyvC1zedKemlDt6WkzLX,"[{'apr_percentage': 15.24, 'apr_type': 'balance_transfer_apr', 'balance_subject_to_apr': 1562.32, 'interest_charge_amount': 130.22}, {'apr_percentage': 27.95, 'apr_type': 'cash_apr', 'balance_subject_to_apr': 56.22, 'interest_charge_amount': 14.81}, {'apr_percentage': 12.5, 'apr_type': 'purchase_apr', 'balance_subject_to_apr': 157.01, 'interest_charge_amount': 25.66}, {'apr_percentage': 0, 'apr_type': 'special', 'balance_subject_to_apr': 1000, 'interest_charge_amount': 0}]",False,168.25,2019-05-22,1708.77,2019-05-28,20.0,2020-05-28,pz5RBm47yGuE1NNVgNDdhw3qxXXEzXuLe4Vrg,ins_130347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PqbZlAV4xGsb188lp8Vwu3n9Db9jzPuom8eVX,,,3141.54,2019-08-01,,,,2019-11-15,pz5RBm47yGuE1NNVgNDdhw3qxXXEzXuLe4Vrg,ins_130347,,25.0,1200.0,True,True,30 year,conventional,2045-07-31,3141.54,2015-08-01,425000.0,2304.0,12300.4,12340.5,3.99,fixed,Malakoff,US,14236,NY,2992 Cameron Road,,,,,,,,,,,,,,,,,,,,
NGRjEyXdBWSwGmmWEm6aTlzqJoqDr4uyNoGky,,False,138.05,2019-04-22,138.05,2019-04-28,25.0,2019-05-28,pz5RBm47yGuE1NNVgNDdhw3qxXXEzXuLe4Vrg,ins_130347,,,,,,,,,,2002-08-28,25000.0,,280.55,271.65,,,,,,,,['2002-08-28'],2032-07-28,DEPT OF ED,5.25,Consolidation,6227.36,,1,2032-07-28,repayment,2021-01-01,78.0,42.0,Standard Repayment,standard,San Matias,US,99415,CA,123 Relaxation Road
LvDme8keEziy4RaMR5kqToL4173QBVhkEqdoe,"[{'apr_percentage': 15.24, 'apr_type': 'balance_transfer_apr', 'balance_subject_to_apr': 1562.32, 'interest_charge_amount': 130.22}, {'apr_percentage': 27.95, 'apr_type': 'cash_apr', 'balance_subject_to_apr': 56.22, 'interest_charge_amount': 14.81}, {'apr_percentage': 12.5, 'apr_type': 'purchase_apr', 'balance_subject_to_apr': 157.01, 'interest_charge_amount': 25.66}, {'apr_percentage': 0, 'apr_type': 'special', 'balance_subject_to_apr': 1000, 'interest_charge_amount': 0}]",False,168.25,2019-05-22,1708.77,2019-05-28,20.0,2020-05-28,k3WnNglNZrs9wbDqb1NAIZpVKAJM1eCWvmnGG,ins_130347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGD8dZQdMgFbQZENZ5DntzLbrk7Rn6t4mr3V6,,,3141.54,2019-08-01,,,,2019-11-15,k3WnNglNZrs9wbDqb1NAIZpVKAJM1eCWvmnGG,ins_130347,,25.0,1200.0,True,True,30 year,conventional,2045-07-31,3141.54,2015-08-01,425000.0,2304.0,12300.4,12340.5,3.99,fixed,Malakoff,US,14236,NY,2992 Cameron Road,,,,,,,,,,,,,,,,,,,,
8eENbzrbB8FvoQBGQdKefoExAMZL6QhW8gezg,,False,138.05,2019-04-22,138.05,2019-04-28,25.0,2019-05-28,k3WnNglNZrs9wbDqb1NAIZpVKAJM1eCWvmnGG,ins_130347,,,,,,,,,,2002-08-28,25000.0,,280.55,271.65,,,,,,,,['2002-08-28'],2032-07-28,DEPT OF ED,5.25,Consolidation,6227.36,,1,2032-07-28,repayment,2021-01-01,78.0,42.0,Standard Repayment,standard,San Matias,US,99415,CA,123 Relaxation Road
9BP1Mbgozns96qb97yQPSK9o1X3GNQuVyoEdm,"[{'apr_percentage': 15.24, 'apr_type': 'balance_transfer_apr', 'balance_subject_to_apr': 1562.32, 'interest_charge_amount': 130.22}, {'apr_percentage': 27.95, 'apr_type': 'cash_apr', 'balance_subject_to_apr': 56.22, 'interest_charge_amount': 14.81}, {'apr_percentage': 12.5, 'apr_type': 'purchase_apr', 'balance_subject_to_apr': 157.01, 'interest_charge_amount': 25.66}, {'apr_percentage': 0, 'apr_type': 'special', 'balance_subject_to_apr': 1000, 'interest_charge_amount': 0}]",False,168.25,2019-05-22,1708.77,2019-05-28,20.0,2020-05-28,1nzNMoDARpsmKQEmeJZzHoNaZNQnX4T5DNw59,ins_130347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g1EnaRLDgVcrlw7rnPxVUX18qQKrRDt4RNMAV,,,3141.54,2019-08-01,,,,2019-11-15,1nzNMoDARpsmKQEmeJZzHoNaZNQnX4T5DNw59,ins_130347,,25.0,1200.0,True,True,30 year,conventional,2045-07-31,3141.54,2015-08-01,425000.0,2304.0,12300.4,12340.5,3.99,fixed,Malakoff,US,14236,NY,2992 Cameron Road,,,,,,,,,,,,,,,,,,,,
oAlqmKk6zVhDdbgDE6X8fQlGoV7DZaTk5QK6Z,,False,138.05,2019-04-22,138.05,2019-04-28,25.0,2019-05-28,1nzNMoDARpsmKQEmeJZzHoNaZNQnX4T5DNw59,ins_130347,,,,,,,,,,2002-08-28,25000.0,,280.55,271.65,,,,,,,,['2002-08-28'],2032-07-28,DEPT OF ED,5.25,Consolidation,6227.36,,1,2032-07-28,repayment,2021-01-01,78.0,42.0,Standard Repayment,standard,San Matias,US,99415,CA,123 Relaxation Road
8XPRDEXaqWIVQXKXD4MNcoENGBm3ZnCWNk415,"[{'apr_percentage': 15.24, 'apr_type': 'balance_transfer_apr', 'balance_subject_to_apr': 1562.32, 'interest_charge_amount': 130.22}, {'apr_percentage': 27.95, 'apr_type': 'cash_apr', 'balance_subject_to_apr': 56.22, 'interest_charge_amount': 14.81}, {'apr_percentage': 12.5, 'apr_type': 'purchase_apr', 'balance_subject_to_apr': 157.01, 'interest_charge_amount': 25.66}, {'apr_percentage': 0, 'apr_type': 'special', 'balance_subject_to_apr': 1000, 'interest_charge_amount': 0}]",False,168.25,2019-05-22,1708.77,2019-05-28,20.0,2020-05-28,ZRAj8WRredsyJbdbBmXVTj6xx8vbKWfgW5XLm,ins_130347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nd9JMndgwBU1BklkpgQvTnZQMwLrk6cAJLpeL,,,3141.54,2019-08-01,,,,2019-11-15,ZRAj8WRredsyJbdbBmXVTj6xx8vbKWfgW5XLm,ins_130347,,25.0,1200.0,True,True,30 year,conventional,2045-07-31,3141.54,2015-08-01,425000.0,2304.0,12300.4,12340.5,3.99,fixed,Malakoff,US,14236,NY,2992 Cameron Road,,,,,,,,,,,,,,,,,,,,
GX6kyDX8ojI6k7L7AZ8dcpQkZd1LRAc6ZzrBV,,False,138.05,2019-04-22,138.05,2019-04-28,25.0,2019-05-28,ZRAj8WRredsyJbdbBmXVTj6xx8vbKWfgW5XLm,ins_130347,,,,,,,,,,2002-08-28,25000.0,,280.55,271.65,,,,,,,,['2002-08-28'],2032-07-28,DEPT OF ED,5.25,Consolidation,6227.36,,1,2032-07-28,repayment,2021-01-01,78.0,42.0,Standard Repayment,standard,San Matias,US,99415,CA,123 Relaxation Road
p4yE8k1glZT7rja75zWqUw44jNMVEVFpoRV3J,"[{'apr_percentage': 15.24, 'apr_type': 'balance_transfer_apr', 'balance_subject_to_apr': 1562.32, 'interest_charge_amount': 130.22}, {'apr_percentage': 27.95, 'apr_type': 'cash_apr', 'balance_subject_to_apr': 56.22, 'interest_charge_amount': 14.81}, {'apr_percentage': 12.5, 'apr_type': 'purchase_apr', 'balance_subject_to_apr': 157.01, 'interest_charge_amount': 25.66}, {'apr_percentage': 0, 'apr_type': 'special', 'balance_subject_to_apr': 1000, 'interest_charge_amount': 0}]",False,168.25,2019-05-22,1708.77,2019-05-28,20.0,2020-05-28,4mzBQy96pDuVjalVvEn4SPpx1BbByaudm9xd4,ins_130242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wn7lEqmJpVsgWNwgp5aRUqyyRa9GMGU6ZL1KB,,,3141.54,2019-08-01,,,,2019-11-15,4mzBQy96pDuVjalVvEn4SPpx1BbByaudm9xd4,ins_130242,,25.0,1200.0,True,True,30 year,conventional,2045-07-31,3141.54,2015-08-01,425000.0,2304.0,12300.4,12340.5,3.99,fixed,Malakoff,US,14236,NY,2992 Cameron Road,,,,,,,,,,,,,,,,,,,,
EXpoxlj7nbUl89rl65myIzLLXdRWxWu4xDkJr,,False,138.05,2019-04-22,138.05,2019-04-28,25.0,2019-05-28,4mzBQy96pDuVjalVvEn4SPpx1BbByaudm9xd4,ins_130242,,,,,,,,,,2002-08-28,25000.0,,280.55,271.65,,,,,,,,['2002-08-28'],2032-07-28,DEPT OF ED,5.25,Consolidation,6227.36,,1,2032-07-28,repayment,2021-01-01,78.0,42.0,Standard Repayment,standard,San Matias,US,99415,CA,123 Relaxation Road
dPW8LDAvQpUB3VEop3DwSLe61RlPeeFBqmMRn,"[{'apr_percentage': 15.24, 'apr_type': 'balance_transfer_apr', 'balance_subject_to_apr': 1562.32, 'interest_charge_amount': 130.22}, {'apr_percentage': 27.95, 'apr_type': 'cash_apr', 'balance_subject_to_apr': 56.22, 'interest_charge_amount': 14.81}, {'apr_percentage': 12.5, 'apr_type': 'purchase_apr', 'balance_subject_to_apr': 157.01, 'interest_charge_amount': 25.66}, {'apr_percentage': 0, 'apr_type': 'special', 'balance_subject_to_apr': 1000, 'interest_charge_amount': 0}]",False,168.25,2019-05-22,1708.77,2019-05-28,20.0,2020-05-28,ogq9zJk4ArsNQ8LEJQVwc5r9a7NjxXSRwRVyV,ins_130242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jMyPWJKBoAUWKvdy3KVmU9bzD4MWbbtvjBMaV,,,3141.54,2019-08-01,,,,2019-11-15,ogq9zJk4ArsNQ8LEJQVwc5r9a7NjxXSRwRVyV,ins_130242,,25.0,1200.0,True,True,30 year,conventional,2045-07-31,3141.54,2015-08-01,425000.0,2304.0,12300.4,12340.5,3.99,fixed,Malakoff,US,14236,NY,2992 Cameron Road,,,,,,,,,,,,,,,,,,,,
PM3olQdvGqURqyelrqNwhZwWgDBPwwtXn9kAl,,False,138.05,2019-04-22,138.05,2019-04-28,25.0,2019-05-28,ogq9zJk4ArsNQ8LEJQVwc5r9a7NjxXSRwRVyV,ins_130242,,,,,,,,,,2002-08-28,25000.0,,280.55,271.65,,,,,,,,['2002-08-28'],2032-07-28,DEPT OF ED,5.25,Consolidation,6227.36,,1,2032-07-28,repayment,2021-01-01,78.0,42.0,Standard Repayment,standard,San Matias,US,99415,CA,123 Relaxation Road
kln441e3apuajeAmKlezUexkrXXEAbSLAdWAK,"[{'apr_percentage': 15.24, 'apr_type': 'balance_transfer_apr', 'balance_subject_to_apr': 1562.32, 'interest_charge_amount': 130.22}, {'apr_percentage': 27.95, 'apr_type': 'cash_apr', 'balance_subject_to_apr': 56.22, 'interest_charge_amount': 14.81}, {'apr_percentage': 12.5, 'apr_type': 'purchase_apr', 'balance_subject_to_apr': 157.01, 'interest_charge_amount': 25.66}, {'apr_percentage': 0, 'apr_type': 'special', 'balance_subject_to_apr': 1000, 'interest_charge_amount': 0}]",False,168.25,2019-05-22,1708.77,2019-05-28,20.0,2020-05-28,vNxkkzrZL3iW67XljR7LTxezEpgEQJcW7WZRd,ins_130242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zeNbbd4p8Ac6GXdDZmX3FJNyV44jlotl6Lo6d,,,3141.54,2019-08-01,,,,2019-11-15,vNxkkzrZL3iW67XljR7LTxezEpgEQJcW7WZRd,ins_130242,,25.0,1200.0,True,True,30 year,conventional,2045-07-31,3141.54,2015-08-01,425000.0,2304.0,12300.4,12340.5,3.99,fixed,Malakoff,US,14236,NY,2992 Cameron Road,,,,,,,,,,,,,,,,,,,,
rxrZZlLkQKcgW7o9aA7vHjLDwKKzJqF7N6lNk,,False,138.05,2019-04-22,138.05,2019-04-28,25.0,2019-05-28,vNxkkzrZL3iW67XljR7LTxezEpgEQJcW7WZRd,ins_130242,,,,,,,,,,2002-08-28,25000.0,,280.55,271.65,,,,,,,,['2002-08-28'],2032-07-28,DEPT OF ED,5.25,Consolidation,6227.36,,1,2032-07-28,repayment,2021-01-01,78.0,42.0,Standard Repayment,standard,San Matias,US,99415,CA,123 Relaxation Road
E4dvPGjaXgulXgA8yj6BIrwkljll6wi45Vrng,"[{'apr_percentage': 15.24, 'apr_type': 'balance_transfer_apr', 'balance_subject_to_apr': 1562.32, 'interest_charge_amount': 130.22}, {'apr_percentage': 27.95, 'apr_type': 'cash_apr', 'balance_subject_to_apr': 56.22, 'interest_charge_amount': 14.81}, {'apr_percentage': 12.5, 'apr_type': 'purchase_apr', 'balance_subject_to_apr': 157.01, 'interest_charge_amount': 25.66}, {'apr_percentage': 0, 'apr_type': 'special', 'balance_subject_to_apr': 1000, 'interest_charge_amount': 0}]",False,168.25,2019-05-22,1708.77,2019-05-28,20.0,2020-05-28,qVZ97PLNkaFBlbJZKNmgCmyGXvdL7qIdxp8pk,ins_130242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bVKg5vB8n9FRLoAgn1qdCKV7oWooyVsm6zEpB,,,3141.54,2019-08-01,,,,2019-11-15,qVZ97PLNkaFBlbJZKNmgCmyGXvdL7qIdxp8pk,ins_130242,,25.0,1200.0,True,True,30 year,conventional,2045-07-31,3141.54,2015-08-01,425000.0,2304.0,12300.4,12340.5,3.99,fixed,Malakoff,US,14236,NY,2992 Cameron Road,,,,,,,,,,,,,,,,,,,,
nV7wNaZBd3FoM14qgbpLTEDbX9XX4DuAMEZqZ,,False,138.05,2019-04-22,138.05,2019-04-28,25.0,2019-05-28,qVZ97PLNkaFBlbJZKNmgCmyGXvdL7qIdxp8pk,ins_130242,,,,,,,,,,2002-08-28,25000.0,,280.55,271.65,,,,,,,,['2002-08-28'],2032-07-28,DEPT OF ED,5.25,Consolidation,6227.36,,1,2032-07-28,repayment,2021-01-01,78.0,42.0,Standard Repayment,standard,San Matias,US,99415,CA,123 Relaxation Road
ywwb48GdgxTGp8kq8VrzSdm8meWQ8dC485opM,"[{'apr_percentage': 15.24, 'apr_type': 'balance_transfer_apr', 'balance_subject_to_apr': 1562.32, 'interest_charge_amount': 130.22}, {'apr_percentage': 27.95, 'apr_type': 'cash_apr', 'balance_subject_to_apr': 56.22, 'interest_charge_amount': 14.81}, {'apr_percentage': 12.5, 'apr_type': 'purchase_apr', 'balance_subject_to_apr': 157.01, 'interest_charge_amount': 25.66}, {'apr_percentage': 0, 'apr_type': 'special', 'balance_subject_to_apr': 1000, 'interest_charge_amount': 0}]",False,168.25,2019-05-22,1708.77,2019-05-28,20.0,2020-05-28,NJJnlroqdQieo4j64vR8s3Aol6wRd6hWNWAQm,ins_130242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ovvLlwMbjgCjbRX1RdZAI5AaAmrJa5toVr1GW,,,3141.54,2019-08-01,,,,2019-11-15,NJJnlroqdQieo4j64vR8s3Aol6wRd6hWNWAQm,ins_130242,,25.0,1200.0,True,True,30 year,conventional,2045-07-31,3141.54,2015-08-01,425000.0,2304.0,12300.4,12340.5,3.99,fixed,Malakoff,US,14236,NY,2992 Cameron Road,,,,,,,,,,,,,,,,,,,,
